0	1
1	2
2	3
3	4
5	7
7	8
8	9
9	10
5	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
20	21
21	22
22	23
24	25
25	26
26	27
27	28
28	29
29	30
30	31
31	32
32	33
33	34
34	35
35	36
36	37
38	39
41	42
42	43
43	44
44	45
45	46
46	47
47	48
48	49
49	50
50	51
52	53
13	53
14	54
54	55
55	56
56	57
57	58
58	59
60	61
61	62
62	63
13	63
13	64
64	65
65	66
66	67
67	68
68	69
69	70
37	71
71	72
34	72
31	73
73	74
74	75
75	76
76	77
77	78
79	80
80	81
81	82
82	83
83	84
30	84
85	86
37	86
88	89
38	89
38	90
90	91
91	92
92	93
84	93
84	94
94	95
32	95
33	96
97	98
37	98
99	100
100	101
0	11
5	45
21	45
21	49
15	49
15	54
54	65
31	65
31	95
5	52
52	62
62	72
35	72
35	85
85	97
97	102
5	103
20	47
13	47
13	33
24	79
24	78
70	78
59	70
19	59
19	51
23	51
10	41
1	10
1	101
101	104
40	88
30	94
30	73
66	73
55	66
16	55
16	50
22	50
22	44
7	44
4	7
4	99
29	84
29	74
67	74
56	67
17	56
17	50
22	43
8	43
3	8
99	105
83	93
28	83
28	75
68	75
57	68
18	57
18	51
22	51
3	100
100	105
82	92
27	82
27	76
69	76
58	69
19	58
9	42
2	9
2	101
81	91
26	81
26	77
70	77
58	70
25	78
25	80
39	90
39	89
40	89
32	64
14	64
14	48
20	48
20	46
12	46
12	53
53	63
34	63
34	96
98	106
86	98
36	86
36	71
61	71
6	61
101	107
10	108
0	101
0	108
37	109
52	110
61	110
7	111
96	112
97	112
85	112
34	112
42	113
43	113
87	114
40	115
114	115
114	116
79	116
90	117
91	117
90	118
89	119
115	120
116	121
11	101
11	108
41	108
41	113
23	113
24	116
87	116
87	115
88	115
39	118
91	118
93	94
33	95
102	112
102	106
106	109
37	60
6	60
6	110
103	110
103	111
4	111
104	105
104	107
79	121
114	121
114	120
40	120
40	119
38	119
80	117
0	1
1	2
2	3
3	4
5	7
7	8
8	9
9	10
5	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
20	21
21	22
22	23
24	25
25	26
26	27
27	28
28	29
29	30
30	31
31	32
32	33
33	34
34	35
35	36
36	37
38	39
41	42
42	43
43	44
44	45
45	46
46	47
47	48
48	49
49	50
50	51
52	53
13	53
14	54
54	55
55	56
56	57
57	58
58	59
60	61
61	62
62	63
13	63
13	64
64	65
65	66
66	67
67	68
68	69
69	70
37	71
71	72
34	72
31	73
73	74
74	75
75	76
76	77
77	78
79	80
80	81
81	82
82	83
83	84
30	84
85	86
37	86
88	89
38	89
38	90
90	91
91	92
92	93
84	93
84	94
94	95
32	95
33	96
97	98
37	98
99	100
100	101
0	11
5	45
21	45
21	49
15	49
15	54
54	65
31	65
31	95
5	52
52	62
62	72
35	72
35	85
85	97
97	102
5	103
20	47
13	47
13	33
24	79
24	78
70	78
59	70
19	59
19	51
23	51
10	41
1	10
1	101
101	104
40	88
30	94
30	73
66	73
55	66
16	55
16	50
22	50
22	44
7	44
4	7
4	99
29	84
29	74
67	74
56	67
17	56
17	50
22	43
8	43
3	8
99	105
83	93
28	83
28	75
68	75
57	68
18	57
18	51
22	51
3	100
100	105
82	92
27	82
27	76
69	76
58	69
19	58
9	42
2	9
2	101
81	91
26	81
26	77
70	77
58	70
25	78
25	80
39	90
39	89
40	89
32	64
14	64
14	48
20	48
20	46
12	46
12	53
53	63
34	63
34	96
98	106
86	98
36	86
36	71
61	71
6	61
101	107
10	108
0	101
0	108
37	109
52	110
61	110
7	111
96	112
97	112
85	112
34	112
42	113
43	113
87	114
40	115
114	115
114	116
79	116
90	117
91	117
90	118
89	119
115	120
116	121
11	101
11	108
41	108
41	113
23	113
24	116
87	116
87	115
88	115
39	118
91	118
93	94
33	95
102	112
102	106
106	109
37	60
6	60
6	110
103	110
103	111
4	111
104	105
104	107
79	121
114	121
114	120
40	120
40	119
38	119
80	117
