3.929 	-50.505 	8.780 
-2.844 	-48.852 	15.240 
-2.292 	-52.002 	6.390 
-71.639 	-15.358 	54.447 
-69.297 	-16.945 	42.692 
-68.991 	-26.854 	50.101 
-36.413 	-41.744 	33.166 
-24.321 	-42.250 	31.284 
-28.979 	-45.134 	41.094 
14.366 	-49.840 	6.334 
8.378 	-53.981 	15.337 
-56.587 	22.253 	109.184 
-47.539 	31.918 	110.654 
-45.776 	19.903 	109.505 
-37.059 	-14.010 	13.826 
-36.321 	-24.388 	17.677 
-45.441 	-15.450 	19.035 
-37.704 	-25.117 	5.797 
-35.145 	-35.000 	9.866 
-51.684 	-40.634 	108.066 
-61.876 	-39.179 	108.197 
-60.631 	-47.189 	100.538 
29.868 	14.618 	73.334 
25.122 	8.531 	82.026 
36.216 	6.659 	78.850 
-58.479 	38.675 	130.567 
-53.915 	44.683 	124.206 
-56.151 	35.623 	120.872 
-65.792 	1.995 	87.858 
-60.426 	4.441 	78.516 
-67.972 	-0.700 	78.571 
-69.532 	-4.577 	46.315 
-68.074 	-4.380 	60.403 
-65.984 	3.535 	52.809 
-43.363 	-36.785 	5.474 
-45.372 	-41.749 	0.005 
-38.868 	-43.567 	5.901 
-15.753 	-31.721 	77.140 
-2.941 	-32.771 	80.575 
-11.746 	-22.143 	82.929 
-74.381 	-20.869 	91.490 
-73.669 	-9.422 	85.336 
-76.774 	-22.763 	81.094 
-55.716 	32.854 	112.042 
50.162 	-13.571 	74.382 
55.961 	-14.432 	65.872 
53.472 	-5.175 	69.307 
23.008 	19.616 	65.180 
18.837 	16.064 	75.229 
-70.929 	-15.061 	65.806 
-24.784 	-40.219 	13.328 
-31.697 	-37.247 	21.788 
-53.376 	-51.683 	89.641 
-60.747 	-51.664 	79.235 
-49.289 	-51.111 	78.869 
50.131 	-34.400 	10.906 
39.333 	-41.614 	7.854 
42.923 	-32.547 	0.050 
-35.957 	-17.844 	6.998 
-31.758 	-29.988 	87.522 
-37.078 	-38.079 	81.042 
-27.588 	-32.976 	76.709 
-49.387 	49.182 	135.351 
-48.419 	-42.885 	96.759 
-55.639 	-16.577 	25.204 
-51.662 	-6.437 	22.318 
8.254 	-58.096 	32.835 
1.606 	-55.067 	25.390 
13.835 	-57.406 	24.289 
-49.154 	-25.391 	23.535 
13.309 	-20.194 	89.765 
24.352 	-15.263 	89.881 
16.899 	-7.269 	90.849 
20.954 	-54.574 	14.947 
28.375 	-47.786 	7.317 
-60.396 	-8.012 	29.657 
-49.448 	-40.301 	37.038 
-43.342 	-34.829 	25.751 
-63.341 	0.469 	69.875 
24.999 	-26.300 	88.495 
-12.751 	-39.208 	14.457 
-20.855 	-42.015 	21.842 
31.051 	-3.681 	87.650 
59.040 	1.373 	26.042 
65.677 	-4.724 	30.195 
67.299 	1.760 	20.304 
-44.929 	-44.330 	85.689 
-54.465 	-46.337 	70.705 
-58.131 	-37.889 	65.526 
-48.312 	-41.464 	63.334 
34.855 	-18.540 	87.159 
-41.651 	-31.270 	5.271 
35.504 	-30.935 	82.029 
-39.353 	-45.120 	44.397 
-38.725 	-45.020 	56.066 
-49.852 	-44.212 	50.721 
-41.673 	-47.647 	0.045 
-63.670 	-33.454 	58.095 
-65.313 	-31.929 	68.282 
-69.093 	-24.577 	61.410 
-7.039 	7.233 	117.367 
-14.385 	3.808 	113.627 
-14.119 	11.761 	119.671 
2.164 	-56.191 	50.926 
-2.343 	-56.749 	38.585 
10.361 	-58.274 	42.618 
-23.832 	-44.315 	0.084 
10.838 	-38.570 	79.280 
7.124 	-29.436 	86.204 
-20.542 	-2.503 	86.458 
-30.260 	-7.602 	92.970 
-20.615 	-14.287 	87.035 
-73.761 	-34.001 	75.837 
-65.792 	-42.950 	71.183 
-72.408 	-45.727 	82.425 
-19.304 	-0.328 	130.757 
-10.989 	5.053 	124.659 
-12.909 	7.660 	136.428 
19.253 	2.146 	87.259 
-60.775 	-37.164 	46.338 
-58.447 	-33.899 	35.315 
13.843 	-56.002 	53.977 
-31.630 	-44.826 	49.643 
-27.728 	-43.837 	57.831 
-70.885 	-23.786 	71.499 
-48.649 	36.927 	128.360 
-46.137 	44.061 	126.720 
-9.192 	-38.393 	71.798 
-18.856 	22.111 	5.937 
-25.107 	15.685 	4.669 
-20.808 	11.071 	9.090 
59.818 	-14.752 	56.828 
58.962 	-7.046 	61.846 
-69.309 	-12.483 	108.619 
-63.726 	-23.366 	113.317 
-55.033 	-12.771 	114.759 
-29.514 	-19.380 	92.194 
-33.127 	-13.655 	105.715 
-47.613 	6.007 	114.194 
-37.463 	0.278 	112.749 
-45.844 	6.866 	107.834 
-43.518 	-20.345 	0.271 
-12.966 	28.135 	32.240 
-12.696 	30.168 	43.581 
-7.528 	35.958 	39.371 
-2.805 	14.788 	135.734 
-8.169 	15.484 	138.999 
-5.602 	11.957 	131.836 
-12.317 	28.351 	0.000 
-8.628 	25.000 	7.827 
-42.238 	-34.936 	103.383 
1.478 	21.150 	64.045 
-10.939 	24.321 	53.880 
-11.576 	19.048 	67.136 
-18.734 	-44.208 	40.268 
-11.047 	-48.984 	42.691 
-15.731 	-44.515 	47.773 
-2.007 	14.114 	121.960 
-50.618 	15.443 	52.063 
-55.733 	12.890 	42.317 
-59.856 	10.450 	52.017 
54.582 	-27.558 	-0.035 
64.087 	-28.516 	8.349 
-23.769 	9.209 	81.115 
-36.885 	7.645 	82.484 
-31.667 	1.202 	88.018 
-36.891 	4.190 	10.656 
-29.055 	10.308 	17.739 
-30.512 	8.976 	7.122 
-70.189 	-44.323 	93.795 
-70.065 	-38.159 	102.316 
14.054 	25.848 	57.507 
12.999 	20.068 	67.590 
-22.959 	-24.933 	83.709 
42.470 	-10.667 	82.003 
44.823 	-22.315 	79.419 
19.656 	26.115 	5.768 
10.985 	29.354 	9.601 
18.933 	29.567 	14.723 
-35.178 	-39.646 	67.894 
-12.907 	18.940 	13.803 
-7.286 	29.230 	18.755 
-28.980 	-42.130 	5.956 
-9.417 	-43.700 	29.620 
-14.149 	20.818 	23.066 
-6.347 	34.172 	48.156 
3.266 	37.047 	42.761 
-64.718 	-27.071 	38.871 
21.411 	32.690 	37.008 
13.504 	34.506 	42.142 
20.460 	31.913 	48.155 
27.692 	24.789 	55.043 
11.018 	34.077 	49.903 
1.901 	30.902 	53.974 
-18.836 	-43.013 	6.066 
-22.314 	10.063 	128.667 
-11.677 	15.627 	129.509 
5.062 	-9.629 	87.932 
-8.244 	-9.424 	85.016 
0.047 	-20.833 	86.870 
-43.544 	0.181 	5.668 
-42.335 	6.889 	0.000 
-48.745 	4.143 	0.000 
-26.475 	20.981 	0.000 
-21.143 	26.754 	0.000 
-12.307 	28.355 	0.000 
-2.541 	26.704 	0.000 
-55.914 	1.411 	29.237 
-17.587 	-44.768 	56.108 
-23.381 	-44.388 	48.758 
66.977 	-30.260 	20.850 
58.921 	-29.406 	27.743 
58.691 	-32.384 	18.148 
