0	1
1	2
2	3
3	4
4	5
5	6
6	7
0	8
8	9
9	10
10	11
11	12
12	13
13	14
0	15
16	17
17	18
15	18
16	19
19	20
20	21
16	22
22	23
23	24
24	25
14	25
26	27
27	28
15	28
26	29
29	30
30	31
31	32
26	33
33	34
34	35
35	36
7	36
37	38
38	39
39	40
40	41
41	42
32	37
37	43
43	44
44	45
45	46
46	47
47	48
48	49
7	49
50	51
51	52
52	53
53	54
54	55
50	56
21	56
50	57
57	58
58	59
59	60
60	61
61	62
14	62
63	64
64	65
65	66
66	67
42	67
32	63
63	68
68	69
69	70
70	71
71	72
72	73
73	74
74	75
76	77
77	78
78	79
79	80
80	81
55	81
21	76
76	82
82	83
83	84
84	85
85	86
86	87
87	88
88	89
90	91
91	92
92	93
90	94
94	95
95	96
32	96
90	97
97	98
98	99
99	100
75	100
101	102
102	103
93	103
101	104
104	105
105	106
21	106
101	107
107	108
108	109
109	110
89	110
111	112
112	113
113	114
114	115
115	116
116	117
89	117
111	118
118	119
119	120
120	121
121	122
122	123
75	123
93	111
14	124
124	125
125	126
7	127
127	128
128	129
129	130
130	131
131	132
132	133
133	134
134	135
135	136
136	137
137	138
42	138
55	139
139	140
140	141
141	142
142	143
143	144
144	145
145	146
146	147
147	148
148	149
14	149
55	150
150	151
151	152
152	153
153	154
154	155
155	156
156	157
157	158
158	159
159	160
160	161
89	161
75	162
162	163
163	164
164	165
165	166
166	167
167	168
168	169
169	170
170	171
171	172
172	173
42	173
75	174
174	175
175	176
176	177
177	178
178	179
179	180
180	181
181	182
182	183
183	184
184	185
185	186
89	186
124	187
187	188
188	189
125	189
125	190
126	190
126	191
191	192
192	193
193	194
194	195
195	196
7	196
15	197
197	198
198	199
199	200
200	201
201	202
32	202
21	203
203	204
204	205
205	206
206	207
15	207
21	208
208	209
209	210
210	211
211	212
212	213
93	213
32	214
214	215
215	216
216	217
217	218
42	218
55	219
219	220
220	221
221	222
222	223
21	223
93	224
224	225
225	226
226	227
227	228
228	229
32	229
0	18
18	207
207	230
0	28
28	197
197	231
0	126
16	58
58	145
145	232
9	16
9	125
16	205
205	233
26	45
45	131
2	26
2	192
26	199
199	234
31	37
31	202
202	235
37	134
134	236
37	214
63	214
63	96
96	229
229	237
20	50
20	203
203	238
50	143
143	239
50	223
77	223
77	154
154	240
63	169
169	241
76	106
106	208
208	242
76	154
76	223
56	223
20	56
70	90
70	166
90	119
119	178
178	243
90	226
226	244
84	101
84	157
101	113
113	182
182	245
101	211
211	246
92	111
92	224
224	247
103	111
103	213
213	248
111	180
204	249
19	204
19	57
57	144
112	181
102	112
102	212
212	250
206	251
17	206
8	17
8	190
209	252
105	209
82	105
82	155
198	253
27	198
1	27
1	191
43	133
30	43
30	201
201	254
68	168
68	95
95	228
228	255
210	256
104	210
83	104
83	156
44	132
29	44
29	200
200	257
69	167
69	94
94	227
227	258
170	259
64	170
64	215
38	215
38	135
135	260
153	261
78	153
78	222
51	222
51	142
142	262
165	263
71	165
71	97
97	120
120	177
177	264
10	189
10	22
22	59
59	146
146	265
130	266
46	130
33	46
3	33
3	193
183	267
114	183
107	114
85	107
85	158
171	268
65	171
65	216
39	216
39	136
136	269
152	270
79	152
79	221
52	221
52	141
141	271
11	188
11	23
23	60
60	147
147	272
129	273
47	129
34	47
4	34
4	194
194	274
164	275
72	164
72	98
98	121
121	176
176	276
184	277
115	184
108	115
86	108
86	159
172	278
66	172
66	217
40	217
40	137
137	279
151	280
80	151
80	220
53	220
53	140
140	281
12	187
12	24
24	61
61	148
148	282
128	283
48	128
35	48
5	35
5	195
195	284
163	285
73	163
73	99
99	122
122	175
175	286
185	287
116	185
109	116
87	109
87	160
173	288
67	173
67	218
41	218
41	138
138	289
150	290
81	150
81	219
54	219
54	139
139	291
49	127
36	49
6	36
6	196
74	162
74	100
100	123
123	174
149	292
62	149
25	62
13	25
13	124
117	186
110	117
88	110
88	161
118	179
91	118
91	225
225	293
274	284
193	274
14	292
282	292
272	282
265	272
232	265
144	232
144	239
239	262
262	271
271	281
281	291
55	291
55	290
280	290
270	280
261	270
240	261
155	240
186	287
277	287
267	277
245	267
181	245
179	243
243	264
264	276
276	286
174	286
162	285
275	285
263	275
166	263
168	241
241	259
259	268
268	278
278	288
42	288
42	289
279	289
269	279
260	269
236	260
133	236
131	266
266	273
273	283
127	283
196	284
15	230
230	251
233	251
233	249
238	249
21	238
21	242
242	252
252	256
246	256
246	250
248	250
93	248
93	247
247	293
244	293
244	258
255	258
237	255
32	237
32	235
235	254
254	257
234	257
234	253
231	253
15	231
0	1
1	2
2	3
3	4
4	5
5	6
6	7
0	8
8	9
9	10
10	11
11	12
12	13
13	14
0	15
16	17
17	18
15	18
16	19
19	20
20	21
16	22
22	23
23	24
24	25
14	25
26	27
27	28
15	28
26	29
29	30
30	31
31	32
26	33
33	34
34	35
35	36
7	36
37	38
38	39
39	40
40	41
41	42
32	37
37	43
43	44
44	45
45	46
46	47
47	48
48	49
7	49
50	51
51	52
52	53
53	54
54	55
50	56
21	56
50	57
57	58
58	59
59	60
60	61
61	62
14	62
63	64
64	65
65	66
66	67
42	67
32	63
63	68
68	69
69	70
70	71
71	72
72	73
73	74
74	75
76	77
77	78
78	79
79	80
80	81
55	81
21	76
76	82
82	83
83	84
84	85
85	86
86	87
87	88
88	89
90	91
91	92
92	93
90	94
94	95
95	96
32	96
90	97
97	98
98	99
99	100
75	100
101	102
102	103
93	103
101	104
104	105
105	106
21	106
101	107
107	108
108	109
109	110
89	110
111	112
112	113
113	114
114	115
115	116
116	117
89	117
111	118
118	119
119	120
120	121
121	122
122	123
75	123
93	111
14	124
124	125
125	126
7	127
127	128
128	129
129	130
130	131
131	132
132	133
133	134
134	135
135	136
136	137
137	138
42	138
55	139
139	140
140	141
141	142
142	143
143	144
144	145
145	146
146	147
147	148
148	149
14	149
55	150
150	151
151	152
152	153
153	154
154	155
155	156
156	157
157	158
158	159
159	160
160	161
89	161
75	162
162	163
163	164
164	165
165	166
166	167
167	168
168	169
169	170
170	171
171	172
172	173
42	173
75	174
174	175
175	176
176	177
177	178
178	179
179	180
180	181
181	182
182	183
183	184
184	185
185	186
89	186
124	187
187	188
188	189
125	189
125	190
126	190
126	191
191	192
192	193
193	194
194	195
195	196
7	196
15	197
197	198
198	199
199	200
200	201
201	202
32	202
21	203
203	204
204	205
205	206
206	207
15	207
21	208
208	209
209	210
210	211
211	212
212	213
93	213
32	214
214	215
215	216
216	217
217	218
42	218
55	219
219	220
220	221
221	222
222	223
21	223
93	224
224	225
225	226
226	227
227	228
228	229
32	229
0	18
18	207
207	230
0	28
28	197
197	231
0	126
16	58
58	145
145	232
9	16
9	125
16	205
205	233
26	45
45	131
2	26
2	192
26	199
199	234
31	37
31	202
202	235
37	134
134	236
37	214
63	214
63	96
96	229
229	237
20	50
20	203
203	238
50	143
143	239
50	223
77	223
77	154
154	240
63	169
169	241
76	106
106	208
208	242
76	154
76	223
56	223
20	56
70	90
70	166
90	119
119	178
178	243
90	226
226	244
84	101
84	157
101	113
113	182
182	245
101	211
211	246
92	111
92	224
224	247
103	111
103	213
213	248
111	180
204	249
19	204
19	57
57	144
112	181
102	112
102	212
212	250
206	251
17	206
8	17
8	190
209	252
105	209
82	105
82	155
198	253
27	198
1	27
1	191
43	133
30	43
30	201
201	254
68	168
68	95
95	228
228	255
210	256
104	210
83	104
83	156
44	132
29	44
29	200
200	257
69	167
69	94
94	227
227	258
170	259
64	170
64	215
38	215
38	135
135	260
153	261
78	153
78	222
51	222
51	142
142	262
165	263
71	165
71	97
97	120
120	177
177	264
10	189
10	22
22	59
59	146
146	265
130	266
46	130
33	46
3	33
